2.021712846401447550e+00,3.150423877285328245e-01
2.025234401220283420e+00,3.122792034030125174e-01
2.025237498127221869e+00,3.123110867008321301e-01
2.022447843270670731e+00,3.128413027070793273e-01
2.022447843270670731e+00,3.128413027070793273e-01
2.018846085313452221e+00,3.147611131526398265e-01
2.018779234518118582e+00,3.140656676150822557e-01
2.020581828575985117e+00,3.131266911356711535e-01
2.020564763008047215e+00,3.129506433893813333e-01
2.024247220039515405e+00,3.118676856573321943e-01
2.024224928043730110e+00,3.116391929476727829e-01
2.022339753423202602e+00,3.117306855468288673e-01
2.022315485675894031e+00,3.114825103829400033e-01
2.022314229238800110e+00,3.114696729920161666e-01
2.023222940242775714e+00,3.110784129935385001e-01
2.023222940242775714e+00,3.110784129935385001e-01
2.024870813428181648e+00,3.085839742528914131e-01
2.024912372357037249e+00,3.090016384187582177e-01
2.025189346345980468e+00,3.023986889152159296e-01
2.024611048649305189e+00,2.969236857030619903e-01
2.019068793588271848e+00,2.982814203612672022e-01
2.019095504721480694e+00,2.985313296178643827e-01
2.014748611217090257e+00,3.022220363062069759e-01
2.014748611217090257e+00,3.022220363062069759e-01
2.015492199557620268e+00,3.002873260560222080e-01
2.016468057501293210e+00,3.005570473066281889e-01
2.016462659511919497e+00,3.005059488505631426e-01
2.020154811877191481e+00,2.995801622614753246e-01
2.020209653667369487e+00,3.000983172756174211e-01
2.015762149484045196e+00,3.028583714977073349e-01
2.015802124567451337e+00,3.032427904321350343e-01
2.013946793729878504e+00,3.036159200957606052e-01
2.013934037379415010e+00,3.034929997272386437e-01
2.011859836490486053e+00,2.930038793140916087e-01
2.017177237701470283e+00,2.896978557094473938e-01
2.015086674235900599e+00,2.721150945137852939e-01
2.015124246783812190e+00,2.724161263239612274e-01
2.013929633555438414e+00,2.490755602822372627e-01
2.013242745325685590e+00,2.442464439049742975e-01
2.006954715094078523e+00,2.216682296094646398e-01
2.001908413446461754e+00,2.141162113626718932e-01
2.007141181817104769e+00,1.839627885927464512e-01
2.005515749749595678e+00,1.559246952100504235e-01
2.004029351333515230e+00,1.487508394524346689e-01
2.000861258363616280e+00,1.253551879228868571e-01
2.000861258363616280e+00,1.253551879228868571e-01
1.998680420547847447e+00,1.158544401465010365e-01
1.987411582160307111e+00,5.978750090417372931e-02
1.984250303689631956e+00,4.839718175868967798e-02
1.983227745864257763e+00,-2.264447807338565433e-02
1.980354693236204611e+00,-3.123966842201014726e-02
1.944329466544861384e+00,-1.321258632007379363e-01
1.942319537786453942e+00,-1.369150188293922765e-01
1.896641757455342914e+00,-1.859622214722359557e-01
1.891587355673222559e+00,-1.965681615895172873e-01
1.861882647952334269e+00,-2.609645877943315151e-01
1.857974054231856575e+00,-2.681482435707294165e-01
1.795021880657483582e+00,-3.237740673017879267e-01
1.760819474190519429e+00,-3.040277327234341964e-01
1.658384513534632010e+00,-3.287356253886734025e-01
1.649607786413047616e+00,-3.411514884225393951e-01
1.476456162778835957e+00,-2.218043035106499472e-01
1.384920670229635276e+00,-2.181799892212082925e-01
1.375469467361022158e+00,-2.299277553392867768e-01
1.266167666238776857e+00,-1.781053981357202387e-01
1.257811224542201067e+00,-1.876176053097334817e-01
1.184287137362532549e+00,-1.639684048263855276e-01
1.175837264897377388e+00,-1.727036270780121230e-01
1.114806255521442413e+00,-1.966278143416125834e-01
1.102157913618521334e+00,-1.784063929818101579e-01
1.044490234345934798e+00,-2.064042866171086343e-01
1.035345428454146344e+00,-2.133480083515774117e-01
9.757460406487695748e-01,-2.220449351347133504e-01
9.660674016657817553e-01,-2.282506467428354613e-01
9.102349792405357576e-01,-2.489302366150106804e-01
9.005460703358834085e-01,-2.540160330763669982e-01
8.370304812823941010e-01,-2.707476955030010402e-01
8.256425357447790825e-01,-2.753937373874432160e-01
7.514293920180845632e-01,-3.024092812929942697e-01
7.371136677377692070e-01,-3.087796181314975685e-01
6.553702130141075832e-01,-3.338417692583653951e-01
5.458487143038888156e-01,-3.572277540963227915e-01
5.331841691656127313e-01,-3.573228439719924321e-01
4.523906437318234719e-01,-3.636360434369183547e-01
4.307968762728146550e-01,-3.724811813950029693e-01
3.432923207563133849e-01,-3.734365905766580118e-01
3.320560562282002248e-01,-3.707847054714770163e-01
3.320560562282002248e-01,-3.707847054714770163e-01
2.199651923707323653e-01,-3.764218735661001292e-01
2.080542279168037245e-01,-3.718457877973434522e-01
1.101437889325810326e-01,-3.546748622601284540e-01
6.651300743732579956e-02,-3.664686431408569200e-01
-1.210115505422959536e-01,-3.285523078380886419e-01
-1.307054258905431254e-01,-3.203764556157351340e-01
-2.270369108942366099e-01,-2.791570706007476810e-01
-2.589888203528397659e-01,-2.749563547245033046e-01
-2.589888203528397659e-01,-2.749563547245033046e-01
-3.187309529312947198e-01,-2.116727814070494817e-01
-3.265601638089430381e-01,-2.015765000910197946e-01
-3.205627482266294459e-01,-1.334307835466647107e-01
-3.268537380958294047e-01,-1.242297957003876130e-01
