-0.006032943725586,1409
0.035179138183594,1413
0.033954620361328,1413
0.062398910522461,1410
0.062398910522461,1410
0.053705215454102,1406
0.080530166625977,1406
0.084043502807617,1408
0.090826034545899,1408
0.067256927490234,1412
0.076038360595703,1412
0.105134963989258,1410
0.11468505859375,1410
0.115179061889648,1410
0.113903045654297,1411
0.113903045654297,1411
0.177116394042969,1413
0.16107177734375,1413
0.398294448852539,1414
0.608615875244141,1414
0.656265258789063,1408
0.646627426147461,1408
0.587577819824219,1403
0.587577819824219,1403
0.645671844482422,1404
0.6185302734375,1405
0.620504379272461,1405
0.58952522277832,1409
0.569557189941406,1409
0.546287536621094,1404
0.531429290771484,1404
0.550348281860352,1402
0.555105209350586,1402
0.978145599365234,1401
1.00432014465332,1407
1.68374633789063,1407
1.67210578918457,1407
2.53974151611328,1409
2.72666931152344,1409
3.65767478942871,1406
4.0269775390625,1402
4.99031257629395,1413
6.00198173522949,1417
6.28133392333984,1417
7.15278625488281,1419
7.15278625488281,1419
7.52400970458984,1419
9.65940666198731,1422
10.1087322235107,1422
12.4240798950195,1443
12.7640895843506,1443
16.7563533782959,1445
16.9509725570679,1445
19.6300268173218,1422
20.0766105651855,1422
22.7300758361816,1425
23.0403537750244,1425
26.4513349533081,1397
27.0608885288239,1355
31.3061819672585,1278
31.9409958124161,1278
36.2386522293091,1049
40.8098573684692,965
41.6047220230103,965
46.9598636627197,831
47.7078876495361,831
52.4224605560303,748
53.1964111328125,748
58.208028793335,718
59.0661334991455,691
64.0485992431641,672
64.834041595459,672
70.0124015808106,638
70.8250885009766,638
75.57275390625,625
76.3560829162598,625
81.6993637084961,610
82.5928230285644,610
88.2337112426758,612
89.2183113098145,615
94.8945236206055,625
101.993179321289,643
102.884071350098,643
107.950881958008,656
108.782623291016,670
113.819808959961,690
114.596092224121,690
114.596092224121,690
119.759872436523,737
120.580764770508,737
125.63444519043,767
126.423347473145,804
134.061431884766,892
134.771980285645,892
139.108787536621,933
139.872627258301,956
139.872627258301,956
144.357734680176,961
145.033477783203,961
149.11750793457,910
149.732566833496,910
156.009498596191,858
156.567474365234,858
160.51628112793,827
161.039535522461,827
165.056716918945,812
165.667404174805,804
171.910202026367,789
172.495559692383,789
176.158447265625,785
176.776351928711,785
180.774703979492,785
181.463653564453,785
185.318054199219,791
185.960494995117,791
189.926818847656,799
190.711547851563,808
195.429672241211,822
196.224578857422,822
201.782867431641,856
202.493255615234,856
206.541030883789,879
207.240097045898,899
211.545486450195,923
216.735305786133,975
217.523406982422,975
222.287979125977,1001
223.024642944336,1019
227.325790405273,1032
228.035354614258,1032
232.056716918945,1034
232.626663208008,1034
236.019104003906,863
236.583206176758,863
240.199462890625,613
240.7822265625,613
244.250503540039,477
244.831314086914,477
248.240432739258,573
248.8017578125,573
252.529006958008,100
253.123596191406,100
256.678421020508,158
256.678421020508,158
257.193328857422,293
260.562515258789,363
261.037246704102,363
264.814193725586,410
270.616104125977,416
271.079956054687,416
271.079956054687,416
274.567901611328,425
275.046569824219,425
278.673034667969,428
279.282409667969,430
284.794281005859,418
285.236236572266,418
288.716567993164,511
289.26448059082,511
292.285507202148,519
292.833999633789,519
296.277847290039,486
296.799301147461,486
300.185165405273,479
300.755722045898,477
304.331802368164,479
304.967697143555,479
309.166732788086,498
313.017196655273,512
313.555953979492,530
316.774826049805,552
317.276565551758,552
320.490005493164,602
320.952133178711,602
324.578170776367,631
325.169906616211,663
329.211776733398,703
329.211776733398,703
334.046829223633,823
334.667037963867,823
338.647506713867,932
339.304733276367,932
343.459701538086,1193
343.459701538086,1193
344.09489440918,1193
348.991775512695,1305
349.667861938477,1305
353.842758178711,1335
354.469284057617,1335
360.469192504883,1354
